"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6518010506262722, 0.2072028706561915, -0.0938631839183133]","[0.50365609289198, -0.7768274188333654, -0.19254175740315388]","[1.6405781432916435, 0.06177371474542001, -0.12807168624296378]","[0.6711125114234229, 0.10456394052644581, 0.9006680209735698]"
"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6468337448790599, 0.2105599206554895, -0.12369112585663819]","[0.5114082427600235, -0.7755004889454948, -0.22035964189648713]","[1.6364708034337068, 0.08063751719351364, -0.1848357201718382]","[0.6945666026513923, 0.10661263739996998, 0.8697456041834202]"
"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6530826617632278, 0.19822881852521057, -0.004362043904021284]","[0.5306577579042411, -0.7896156242089557, -0.10015087349465335]","[1.6426531021607844, 0.08411447521820786, -0.09227256740944854]","[0.7289937044810341, 0.09267658685369722, 0.9871500538449973]"
"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6313268678736875, 0.32331842647862996, -0.11125252593111032]","[0.6894618403630692, -0.5769992784927984, -0.5425857556835124]","[1.6176339218315272, 0.44191150429590864, -0.22585652763625122]","[0.7856600149506064, -0.09544608014628037, 0.7836315826016813]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.5074079200566413, 0.4927846280303484, 0.27344184253273385]","[0.4694522763834207, -0.49059515438131096, 0.09589305302024931]","[1.1430050622758183, 0.6061299913892833, -0.4902132506918485]","[1.2784952315306182, 0.3509501042040667, 0.8941731257260375]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.627603693454746, 0.44370375452137034, 0.1687344557816082]","[0.5664222403235302, -0.5543054953651991, 0.15342540833898557]","[1.5499466742627566, 0.3930365147436717, -0.21430112555190675]","[1.0091010794837296, 0.4061488886028661, 1.0923411775517002]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.6478604609022189, 0.44099146164722813, 0.19869403406182723]","[0.6471264491816775, -0.5588962545885311, 0.1837268650699371]","[1.592813379602784, 0.4451952753673523, -0.12848528892403893]","[0.9750659661524781, 0.4266080381658665, 1.1435377642431088]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.6047008983726436, 0.503062094507247, 0.20854719270427743]","[0.5525605009072638, -0.4628048285249525, -0.04518980882380855]","[1.4676301241820928, 0.5873688120268254, -0.2896952469021652]","[1.1073285241514679, 0.2581264613842045, 1.0376262030709356]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.5939283843315273, 0.5062619829275861, 0.18019739536471227]","[0.5983639611769791, -0.46220613946802624, -0.06890062060804683]","[1.4744243649233146, 0.6281273854615829, -0.27792447906056883]","[1.0679612458714782, 0.2889642158687786, 1.0334702278230659]"
"[0.756795782101682, 0.455980397101571, 0.478186467219735]","['0.7605846885747256', ' 0.4682817424741202', ' 0.45185521825679864']","['0.7493672094023069', ' 0.44878270435109807', ' 0.5070529340192131']","[0.6008107992003285, 0.5098116949964631, 0.17734778835779957]","[0.5918242818906276, -0.4563611056871093, -0.08039115267731944]","[1.5006760958949186, 0.6144006280068386, -0.24609477315026218]","[1.0368861256192856, 0.27407609244349, 1.0458332720462646]"
"[0.459772341409182, 0.429330129422672, 0.494555164869711]","['0.45959703434838856', ' 0.43460797688005404', ' 0.4768382435998735']","['0.4592736746458625', ' 0.42695405931422725', ' 0.5301428318548124']","[0.4314528901754028, 0.43651580943563617, 0.2007827967084203]","[0.5102417157945639, -0.560045589285643, 0.1751371433488036]","[1.4260899244620817, 0.5168295374664053, 0.1356147438358645]","[0.49845655412711487, 0.41614220718939887, 1.1983274951297787]"
"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6434176664447597, 0.20245160945165072, -0.10679483583571572]","[0.3381515353829425, -0.748496939974391, -0.15688920249561977]","[1.593536758283761, -0.09817290632045142, -0.1898527183022268]","[0.7073418445746433, 0.12950123685975376, 0.8884900191626525]"
"[0.662123974080156, 0.189716457840869, 0.19261658434919]","['0.6628872245632498', ' 0.18153974867495884', ' 0.16014835557232246']","['0.6692158266816629', ' 0.19658235544551506', ' 0.22625240847100553']","[0.6501324208035759, 0.19891555143286896, -0.10727326588316802]","[0.3778450095924188, -0.7624408624947001, -0.14793542392048808]","[1.6121400517635784, -0.07219038686071197, -0.13956704541858522]","[0.6701545003821626, 0.1510050554817429, 0.8913776744894263]"
"[0.170075714158054, 0.591461378538924, 0.227916291994489]","['0.1663706585502706', ' 0.5774064565267649', ' 0.18846611491821533']","['0.17635920364576232', ' 0.5995961669375753', ' 0.2577032100477124']","[0.05766503645776566, 0.6730995955885768, 0.22608199114687239]","[0.09131926222224002, 0.7767107916422802, 1.2201303366213339]","[-0.5906027498989436, -0.0816358126812271, 0.32669680454919364]","[0.8183333414766913, 0.02530396149080605, 0.267849756032023]"
"[0.170075714158054, 0.591461378538924, 0.227916291994489]","['0.1663706585502706', ' 0.5774064565267649', ' 0.18846611491821533']","['0.17635920364576232', ' 0.5995961669375753', ' 0.2577032100477124']","[-0.017411559583216774, 0.5805449110623755, 0.011349289750617803]","[-0.6892264080518251, 1.2047973138612105, 0.410064409826321]","[-0.5401806061587828, -0.2003896580682787, 0.3531880275776723]","[0.5073525143772393, 0.6017613277391208, 0.8623325624086792]"
"[0.248418101312778, 0.569663885089485, 0.0906330233530404]","['0.2312394295763986', ' 0.5539872873460757', ' 0.07734726635975622']","['0.26517163891862455', ' 0.5820220834535708', ' 0.10844090899402373']","[0.2039750880009347, 0.5045816050517152, -0.13229448369834582]","[-0.6593304851058853, 1.0075334584236386, -0.17404278465123424]","[-0.2990858544324132, -0.346378387012623, 0.01869154248929128]","[0.244387655857699, 0.6559306225431056, 0.8553594532976112]"
"[0.248418101312778, 0.569663885089485, 0.0906330233530404]","['0.2312394295763986', ' 0.5539872873460757', ' 0.07734726635975622']","['0.26517163891862455', ' 0.5820220834535708', ' 0.10844090899402373']","[0.20812089705800427, 0.4991984649840925, -0.12611882663972648]","[-0.6545335897809635, 0.9957503470891051, -0.22236572121075768]","[-0.29530486730879446, -0.3621203514203303, -0.0576177589152788]","[0.15923596984825986, 0.6067443848771993, 0.8668787257268662]"
"[0.193474993759579, 0.817528171543856, 0.187007567458476]","['0.1919990139522832', ' 0.8013633331192401', ' 0.16514660801287834']","['0.19707619376601462', ' 0.8259769607275083', ' 0.2147157055478769']","[0.17807929159755131, 0.7689262037004487, -0.05690623241558415]","[-0.5769070270310191, 0.12333279519025098, 0.05800594958381933]","[0.833687001529497, 0.022246288869878228, 0.0555554742511839]","[0.1912773733319881, 0.9291705660873899, 0.9300829037767725]"
"[-0.0737509360874617, 0.868676534305262, -0.137754676387023]","['-0.06795515677171166', ' 0.8638025984748442', ' -0.15032681291249805']","['-0.08595531892754892', ' 0.9094087545928856', ' -0.11783505229812934']","[-0.026249354117654833, 0.6850331389088519, -0.30496503632720595]","[-0.6232246255602115, 0.11714179178924822, 0.26170942326380764]","[0.7506848051307405, 0.45187121892286225, 0.2798501748818011]","[-0.2262339472219096, 1.4744221031939682, 0.27544105046530587]"
"[-0.0737509360874617, 0.868676534305262, -0.137754676387023]","['-0.06795515677171166', ' 0.8638025984748442', ' -0.15032681291249805']","['-0.08595531892754892', ' 0.9094087545928856', ' -0.11783505229812934']","[-0.024589632730938116, 0.6866508271414834, -0.30659877039504446]","[-0.6127275862443451, 0.09978059274712658, 0.24988759567242258]","[0.7556059189201692, 0.4562013687125435, 0.2749405217371669]","[-0.23763575173076068, 1.4628443436640848, 0.28681084874454477]"
"[-0.0737509360874617, 0.868676534305262, -0.137754676387023]","['-0.06795515677171166', ' 0.8638025984748442', ' -0.15032681291249805']","['-0.08595531892754892', ' 0.9094087545928856', ' -0.11783505229812934']","[-0.04107633583334536, 0.7360422126192414, -0.30820708911893724]","[0.13619361437536348, 0.11676088325883005, 0.4566889821604254]","[0.9329889806375405, 0.9574885709341237, -0.35466426980771537]","[-0.18168972069223743, 1.4893364084648477, 0.3342691598614018]"
"[0.733030873203709, 0.511847900649856, 0.157362694447273]","['0.7193611857385752', ' 0.5318258932328368', ' 0.13790962609784285']","['0.7438466747260889', ' 0.49420691611963996', ' 0.17162222533044239']","[0.5749137435682459, 0.5561008921820574, -0.0466908462207081]","[-0.20919691763353598, 0.3191627493492308, 0.5269212068784533]","[0.6717184015738025, -0.40353472310774885, -0.31075209679674765]","[1.187938481387309, 0.40457596902323906, 0.7287063864823643]"
"[0.790378723271737, -0.298633319579478, -0.0445812172864839]","['0.7791544637437111', ' -0.3167035868321967', ' -0.0702586492719875']","['0.7966734326608231', ' -0.2858295472218635', ' -0.008056365582773034']","[0.6656889173348005, -0.2926093159303943, -0.27830412359113155]","[0.39101869156948754, 0.658904390469307, -0.13981970709767064]","[-0.14624448163664217, -0.5992787142353134, 0.2184030696102337]","[1.1807815524138818, -0.268618762022633, 0.5784945870816184]"
"[0.862500828152144, -0.350749839573839, 0.183634726507445]","['0.8558946669974016', ' -0.3503745176848192', ' 0.14297568632911042']","['0.8671519370159929', ' -0.34643987458444503', ' 0.21961238412045825']","[0.7490090253569762, -0.4290786312297423, -0.03137095202953036]","[0.4623560367913721, 0.4941363915754242, -0.28730861204318225]","[-0.0894939940848446, -0.5416278023517835, 0.5017757167837438]","[1.2124124678704704, -0.061646044560299706, 0.775010188449366]"
"[0.862500828152144, -0.350749839573839, 0.183634726507445]","['0.8558946669974016', ' -0.3503745176848192', ' 0.14297568632911042']","['0.8671519370159929', ' -0.34643987458444503', ' 0.21961238412045825']","[0.7541821313343445, -0.4290072329429294, -0.03427034281728536]","[-0.11031253390670204, 0.017928858002939585, 0.19572336227004003]","[0.4664607914985142, -1.2442066381826296, 0.46838894566738254]","[1.1663294404033766, -0.060635056595605696, 0.799058245028044]"
"[0.741565640296959, 0.0529884517280149, 0.0957363486617689]","['0.7365379520947398', ' 0.05027244656813835', ' 0.07423064702553583']","['0.740566248608893', ' 0.05060006727696514', ' 0.1355765587074685']","[0.728534970550556, 0.004001247336823915, -0.20000634610733584]","[-0.09908580568313208, 0.5577586123091145, -0.29163948140943985]","[0.16749993296402677, -0.8072509122770214, -0.03535635332824616]","[0.7453735377885918, 0.1916784016759126, 0.7820800800245769]"
"[0.741565640296959, 0.0529884517280149, 0.0957363486617689]","['0.7365379520947398', ' 0.05027244656813835', ' 0.07423064702553583']","['0.740566248608893', ' 0.05060006727696514', ' 0.1355765587074685']","[0.7352217468343093, -0.004429083801858247, -0.2286528985497389]","[-0.09381311034915629, 0.5368319743495518, -0.36914372566526965]","[0.1769305256562812, -0.819866860097382, -0.07577338603822925]","[0.7034079458929534, 0.20074815645403996, 0.7495547389948861]"
"[0.703946604245399, 0.0819668130722436, 0.150561173227546]","['0.6795245239101831', ' 0.09233392416814411', ' 0.13261502865382208']","['0.724915794946581', ' 0.06890080257785114', ' 0.17904810010226568']","[0.5567816802895967, 0.19786970802658277, -0.0947001112510116]","[-0.2977042043295307, -0.11644842021875179, 0.3188914593147052]","[0.6564769149039965, -0.6827281837335669, -0.5579583688382447]","[1.0666000137985503, -0.15674482535287249, 0.6890943768223763]"
"[0.31002601883031, 0.655963488864161, 0.239164012267106]","['0.30014977494651', ' 0.653396927600979', ' 0.201825185191363']","['0.318786469240795', ' 0.659849357859557', ' 0.278718385980794']","[-0.021840333568411197, 0.7036301937710908, 0.19987199909250045]","[-0.07312436803294364, 1.0094863259594264, 1.1505675203882684]","[-0.19392561598407254, -0.2367855134106135, 0.4931380101845756]","[0.9619058752603511, 0.5550693507177261, 0.30073364951678616]"
"[0.942144650647375, 0.116137533536153, 0.456455157955144]","['0.9416840731605288', ' 0.1233715573495885', ' 0.42319115312315664']","['0.9362830534500182', ' 0.10472184438027901', ' 0.5011184506525487']","[0.872658837894911, 0.132719930103055, 0.20454971580192483]","[1.7813069923600953, -0.16079512382456318, -0.09244766550788097]","[1.1650530837967912, 1.0877479674599622, 0.15528458791530975]","[1.1707597207357467, 0.09064427229380523, 1.158156292262801]"
"[0.886389273168658, -0.169917995350265, 0.537334901542794]","['0.886827011068996', ' -0.16607906350726526', ' 0.5012240243390857']","['0.8740015516938258', ' -0.17819589605588576', ' 0.5664762727473643']","[0.8220646936712364, -0.049625453756591095, 0.31833563296198353]","[1.5882142985091292, 0.5824488372177516, 0.4345116790989693]","[0.22438273292653432, 0.5847213449982481, 0.8086216848845896]","[1.0582659993558359, -0.4946942457413469, 1.1821195837240481]"
"[0.43308864912023, -0.361305015521485, 0.412328474557168]","['0.438940505587423', ' -0.335714394647259', ' 0.400689210705238']","['0.427216079709877', ' -0.376133044574541', ' 0.430762130308911']","[0.3926332245180643, -0.1271790149450818, 0.19135911397590988]","[-0.596548550543428, -0.2695887622822337, 0.22655683761768658]","[0.4638644148768153, -0.8032213688437126, -0.5420526757133978]","[0.5208733641244674, -0.8501494151680552, 0.8702319054436216]"
"[0.573589252624659, -0.154824651850866, 0.797011420665752]","['0.5719354405784198', ' -0.15451998749094836', ' 0.7701637235708675']","['0.5719922700282344', ' -0.155064310150481', ' 0.8249237627704555']","[0.5538097792985595, -0.022143934375519772, 0.48760102190858023]","[0.48767075357230083, -0.931947136977674, 0.07786481187724137]","[1.550268962131308, -0.06100464461284695, 0.41304270816596367]","[0.6057205317904397, -0.4353605576310643, 1.3967529872262672]"
"[0.745066399962103, 0.393705425047525, 0.604432646480469]","['0.7503691534858169', ' 0.3718412317927611', ' 0.5873478341131231']","['0.741398437322315', ' 0.42199686142459614', ' 0.6298129017845562']","[0.5929692430804612, 0.16721151526366526, 0.39047164138945123]","[0.4108818400073089, -0.4548490922344879, 1.1519733014277629]","[1.4801907653522717, -0.2705916735671261, 0.24498508439093591]","[1.0168585541744863, 0.816340907949453, 1.0220956462306334]"
"[0.745066399962103, 0.393705425047525, 0.604432646480469]","['0.7503691534858169', ' 0.3718412317927611', ' 0.5873478341131231']","['0.741398437322315', ' 0.42199686142459614', ' 0.6298129017845562']","[0.597097007038691, 0.1568677423994877, 0.4321893546136987]","[-0.321504744296468, 0.5247684379458732, 0.5764803822642934]","[0.5100977003532244, -0.3875644268002287, 1.2664703227393894]","[0.982586232673114, 0.9106864814588038, 0.9643128041653941]"
"[0.745066399962103, 0.393705425047525, 0.604432646480469]","['0.7503691534858169', ' 0.3718412317927611', ' 0.5873478341131231']","['0.741398437322315', ' 0.42199686142459614', ' 0.6298129017845562']","[0.7766236585026648, 0.4270269256338889, 0.29674043978783904]","[1.1555849500253847, 1.3469241596094221, 0.3976236319042433]","[-0.14291673702657703, 0.8136006964353565, 0.22598607088908812]","[0.672538114274092, 0.3610739222716636, 1.2891196016156883]"
"[0.395281433603876, 0.693309033623688, 0.439591736696401]","['0.3897433313513949', ' 0.69355415632437', ' 0.4098145418230431']","['0.3966058087459995', ' 0.691945648581128', ' 0.4686513309958197']","[0.267214341010677, 0.6036177267535554, 0.15172419223729972]","[0.06458841128546478, 1.5636083615761387, -0.04156500470843333]","[-0.5963253199689659, 0.5215298982113968, 0.6492790558658208]","[0.7289956599465519, 0.8713481311871314, 0.9973473021531044]"
"[0.395281433603876, 0.693309033623688, 0.439591736696401]","['0.3897433313513949', ' 0.69355415632437', ' 0.4098145418230431']","['0.3966058087459995', ' 0.691945648581128', ' 0.4686513309958197']","[0.3058427690488219, 0.6005408250163871, 0.18299826588599066]","[-0.6023868421178747, 0.9458861983314004, 0.41933604646688905]","[0.09766663493564146, -0.2622428184606863, 0.6437227841548987]","[0.6688602212266503, 0.9697845895925006, 1.0384965836727513]"
"[0.395281433603876, 0.693309033623688, 0.439591736696401]","['0.3897433313513949', ' 0.69355415632437', ' 0.4098145418230431']","['0.3966058087459995', ' 0.691945648581128', ' 0.4686513309958197']","[0.3125392457768862, 0.7552766559946862, 0.20750069443748093]","[0.7831136865933188, -0.021310151441257585, -0.21139383425291686]","[1.1157484357865317, 1.3288121374735025, 0.0465284963133577]","[0.6777990064053343, 0.4945661230250509, 1.1011534934955591]"
"[0.395281433603876, 0.693309033623688, 0.439591736696401]","['0.3897433313513949', ' 0.69355415632437', ' 0.4098145418230431']","['0.3966058087459995', ' 0.691945648581128', ' 0.4686513309958197']","[0.4099981352940843, 0.7751648104274602, 0.13591842647514063]","[0.5758870358069346, -0.17287339438840976, -0.13556718068689733]","[1.395858953267375, 0.9279953108099103, 0.2046300393064809]","[0.3863481824046649, 0.4961192937776623, 1.0959050302181177]"
"[0.59469425457016, -0.244188960186786, 0.383061519933638]","['0.582938595696463', ' -0.265323166056205', ' 0.358476388346399']","['0.599780288532208', ' -0.223454599327803', ' 0.410651078318998']","[0.6262537298744266, -0.23340534839268406, 0.05794613792434279]","[0.10914242659108286, -1.0802122779140462, -0.06660876615897575]","[1.4740213887375935, -0.7601749454619091, 0.11962099657186329]","[0.5084152955574901, -0.30710620129229, 1.0482401789442835]"
"[0.834716980298001, -0.19704578675451, 0.171005556086698]","['0.8320756338273547', ' -0.20084601541340694', ' 0.15625442866798134']","['0.8298322955753499', ' -0.1999433938955203', ' 0.20047362497563537']","[0.7090046984185644, -0.13615942909852666, -0.12418885948642852]","[-0.15637077101977703, 0.07910320814668709, 0.3283454418660833]","[0.3990278798747159, -1.0756471907515015, -0.27005564004224003]","[1.1027554683985157, -0.4026641058126864, 0.755547230730221]"
