1,"[-0.5123367238480034, 0.5776857163993281, 0.6754096493821995]","[-0.501632693152644, 0.6025366051238245, 0.6527078849171778]","[-0.5606469711968455, 0.6079698245411785, 0.6256861106878585]",0.0828,-0.535752058793730,0.583589658589198,0.649896944881354,"[-0.5363051451182385, 0.5781798871772152, 0.6277900848469835]","[-0.5388824159196655, 0.5964579871677789, 0.6915137785474414]"
2,"[0.46183778146144994, 0.15411904901461532, 0.6226744632771158]","[0.4520655650754412, 0.1794396153780674, 0.5783729705639918]","[0.505253288685783, 0.1913247970018788, 0.6199751649244085]",0.0775,0.484821967171613,0.183265519575167,0.605907280367975,"[0.49216917984524283, 0.1883156674042701, 0.5870442609174686]","[0.47674775595000196, 0.2068728683014724, 0.6455271197389225]"
3,"[-0.060643949578288475, 0.6580770878656033, 0.516580842405653]","[-0.04084585509443529, 0.646874350822946, 0.4864959425065305]","[-0.10010598399559698, 0.6444719821911258, 0.4871213340985465]",0.0751,-0.0722134769316893,0.643776390272555,0.491295386767604,"[-0.06525686985491666, 0.6446003698420353, 0.4632615033375003]","[-0.08448612341865244, 0.6782385082836822, 0.5039824755708764]"
4,"[-0.29515990144823845, 0.4032153486401552, 0.7574154141922145]","[-0.3154449373581433, 0.3758030010065885, 0.7404775870725657]","[-0.30671252739176114, 0.4438137711589015, 0.7145242880138991]",0.08,-0.308565567147614,0.407870104013319,0.727153829961394,"[-0.2933783946579136, 0.411092442191495, 0.7162573395194056]","[-0.3417465955904513, 0.41122034319841955, 0.7569926244591991]"
5,"[0.7911458107400096, -0.2351987590740528, 0.3855880622651389]","[0.8282498545908892, -0.2035925106787611, 0.39553485994127957]","[0.8142745978596504, -0.25763428241069014, 0.3578525561084628]",0.07239,0.826916358290196,-0.235207670685210,0.388134209385204,"[0.8268507390237624, -0.2199470502799804, 0.3640722589205208]","[0.8264163653002454, -0.2440894707490811, 0.4171550176385909]"
6,"[0.4220624889233209, 0.42698396628105445, 0.48742159540243124]","[0.46162809991683235, 0.3905002524335818, 0.49283883387480376]","[0.46509245122261245, 0.46026579980280097, 0.5050591664555355]",0.0762,0.459772341409182,0.429330129422672,0.494555164869711,"[0.45959703434838856, 0.43460797688005404, 0.4768382435998735]","[0.4592736746458625, 0.42695405931422725, 0.5301428318548124]"
7,"[0.6348907482374226, 0.17116366452306375, 0.17095342395397523]","[0.6368314006989605, 0.20314815259579969, 0.16488962580940553]","[0.6811263876965489, 0.19001266766804611, 0.1632137551855621]",0.07366,0.662123974080156,0.189716457840869,0.192616584349190,"[0.6628872245632498, 0.18153974867495884, 0.16014835557232246]","[0.6692158266816629, 0.19658235544551506, 0.22625240847100553]"
8,"[0.7300678475303002, 0.4550661350959134, 0.44985707263652797]","[0.7294701151871961, 0.47923156360461017, 0.4828131173706631]","[0.7731986872240382, 0.4717922947597054, 0.4452944286187203]",0.07873999999999999,0.756795782101682,0.455980397101571,0.478186467219735,"[0.7605846885747256, 0.4682817424741202, 0.45185521825679864]","[0.7493672094023069, 0.44878270435109807, 0.5070529340192131]"
9,"[0.19140092633590194, 0.563839004430242, 0.24636636133330084]","[0.12866849391425328, 0.589675889575448, 0.23231721122663573]","[0.16089521164581547, 0.6244439146323826, 0.2068918013418132]",0.08,0.170075714158054,0.591461378538924,0.227916291994489,"[0.1663706585502706, 0.5774064565267649, 0.18846611491821533]","[0.17635920364576232, 0.5995961669375753, 0.2577032100477124]"
10,"[0.14030270307504603, 0.5370758371461068, 0.11972952187132015]","[0.148027255646713, 0.585154013916119, 0.08738568065561507]","[0.17965557043367011, 0.5332738757157237, 0.12461768673053383]",0.073,0.164074225691390,0.555554003600108,0.0977839208304195,"[0.1685321314484714, 0.5397852748278152, 0.0691152836729011]","[0.15831095275249396, 0.5724530385465492, 0.12329621092058529]"
