"[-0.026929268409636387, 0.007347414131037344, 0.34198518130423083]","[-0.03206195457017369, 0.02319327567423024, 0.3178692573759271]","[-0.027348309033625617, -0.012313390293269943, 0.3655126238577697]","[0.5436748209891006, -0.5188728475155923, -0.29584197802177703]","[0.8014137620242197, -0.09543028600753051, -1.1643274617102422]"
"[0.0018582433088734085, 0.00844589301668408, 0.29509497358220094]","[-0.0029609059514495994, 0.00984998698897871, 0.27730227771692306]","[0.00327418471957025, 0.005439890573950945, 0.33061025871943883]","[0.40617034509317446, -0.45111261120682955, -0.22030533937936966]","[0.43181599845279117, -0.38594455833427377, -1.217850037800728]"
"[-0.008598753672221182, -0.003266759738369873, 0.3001244713200477]","[0.000570356883320633, 0.0026132806807287468, 0.268454619089877]","[-0.01897773675205605, -0.001386432654481573, 0.33355416871441235]","[0.38358486636569084, -0.5593316447798526, 0.07993025751892316]","[0.4336792330255949, -0.47627376231334156, -0.915354597479445]"
"[-0.0066157098550278515, 0.004345317950529948, 0.3001661099130089]","[0.0023574266980098124, 0.008344846972203501, 0.2681487147660554]","[-0.01651501193633642, 0.00822012076980605, 0.3335696023802259]","[0.3638896525144554, -0.5749694219336217, 0.10364168750665718]","[0.40455181055177547, -0.5426756423982044, -0.8950092528659371]"
"[-0.0028521552638676173, -0.011072410282728207, 0.13846873489913025]","[-0.04364847657322757, -0.002032066987712633, 0.14310738792621877]","[0.027811802473158564, -0.018288401745009786, 0.1392228387782944]","[-0.2964177555589831, 0.5226472862645712, 0.38272407434308275]","[-1.2904661010334446, 0.42203247286225, 0.34095630945793215]"
"[-0.03279356504187336, -0.032506599461969765, 0.2829130902260643]","[-0.05480765459737735, -0.03307933534745616, 0.24709917427399736]","[-0.02006025076751794, -0.031961828272624615, 0.3117311998358943]","[-0.3786290333520162, 0.4403857386951935, -0.012838177526094681]","[-0.7773441534277195, 0.09854700086813895, -0.8638214501841561]"
"[-0.01494149236616657, -0.044081022248097956, 0.23182142543503548]","[-0.007440965425848808, -0.024104909616625148, 0.21563282333133854]","[-0.023932784948068143, -0.060336663159283654, 0.25195690845363167]","[-0.0832104931118247, 0.5519652770134523, 0.04605008041378554]","[-0.04146219215893628, 0.4009792508258152, -0.9416038565821715]"
"[-0.02063451953512365, -0.06613210994066776, 0.22084239904288622]","[-0.012320792545666273, -0.044891463916940655, 0.20680349885950156]","[-0.03066450095593936, -0.08399076202326217, 0.2390356642421264]","[-0.08048005709076195, 0.5433817269781086, 0.08172290293816116]","[0.015766837480269247, 0.4748806592536609, -0.9112746494284315]"
"[-0.01497198761504559, 0.0012343900407411068, 0.2487316557264049]","[-0.0059338204678948125, 0.009878165668891215, 0.22454532191828272]","[-0.019961324350413756, 0.0004029278399887981, 0.2774806867724642]","[0.6374003368632383, 0.46379136775690344, -0.06940056110448586]","[0.5224881548638348, 0.3513296610901354, -1.0563896972968425]"
"[0.018821614946212928, 0.018062913650698398, 0.2515155649158635]","[0.011005235329004437, 0.016349892139184474, 0.23921212262714336]","[0.014263796470481926, 0.01073300821088552, 0.29767128970592]","[0.5461700739318129, 0.3584658539252882, -0.36900350308349955]","[-0.020504385659200652, -0.22634935728371885, -0.9494095898760113]"
"[0.016047595225629818, 0.01788631908196142, 0.25195450814531606]","[0.008503022734303922, 0.016220164819383986, 0.23947619571664536]","[0.010405927528150949, 0.010561839865782074, 0.2979911863890027]","[0.559130871177473, 0.3557222652220914, -0.35627398639426844]","[0.0026445051100059125, -0.22581702691011996, -0.9496836055338577]"
"[0.04244819702605773, -0.010374545849276329, 0.21401877759828974]","[0.03687757416113624, -0.005224327557983327, 0.2014550067622733]","[0.030296465367103287, -0.014167819609514201, 0.2592161076718504]","[0.6988451915116792, -0.13730126591634817, -0.36221647475627566]","[-0.06605087976768342, -0.09084408522757004, -1.0046927237366148]"
"[0.0035514649673596965, 0.003890588283344154, 0.2618576938381636]","[-0.0016220502910669898, -0.01146749278549325, 0.235366818107046]","[0.007429940582676653, 0.01810113573710853, 0.2822178973425641]","[0.6093399403861811, 0.4656706502600268, -0.2319692490109618]","[0.0357278872870197, 0.7297319008360663, -1.0073664817140342]"
"[-0.007613518886081194, 0.016699408400431937, 0.26433576629978195]","[-0.0252805801423005, 0.018600192405421434, 0.23612032654345902]","[0.007898599532481787, 0.025804155017517316, 0.2991797401842844]","[0.49980748410506903, 0.5889964025397931, -0.09742098473739061]","[0.36132306761160815, 0.09228920933842788, -0.9542196954101405]"
"[-0.015246497528428105, 0.010650501386419209, 0.2547495669092489]","[-0.0026001392825003578, -0.005529686534147205, 0.2190394713910758]","[-0.021808764860668406, 0.02544681788129055, 0.2875002329305102]","[0.6028085058423253, 0.5964792036319575, -0.16413894539129023]","[0.8587461658559772, 0.0633325348186834, -0.9705200858701866]"
"[-0.00854808781355032, 0.014571025996191062, 0.25505762943067695]","[-0.012020675135537506, -0.004271846852408598, 0.21859083549360442]","[-0.0023680329345495688, 0.027803825603306492, 0.28854345322885827]","[0.8516072079568402, -0.11550584169418351, -0.12424135152456367]","[0.6216135028695148, -0.6181651301788514, -0.9575699393698931]"
"[-0.010757258153724303, 0.001642394911452294, 0.2998580830882587]","[-0.006129611933927359, 0.0031255555833148985, 0.27814323424145043]","[-0.014903409666821466, 0.01070036100497418, 0.3385195390670071]","[0.5824077490844632, 0.4449107085714248, 0.1834050898513979]","[0.6740408843865673, 0.28026071579233514, -0.7986813362805147]"
"[-0.01975514642157883, -0.0007696975434641762, 0.32889898727814887]","[-0.014035731667094264, 0.0009641686682667627, 0.30746463311526606]","[-0.025816539433216934, 0.007826584858346919, 0.3674127373441244]","[0.5797981116305784, 0.4418125482949834, 0.24796895720094095]","[0.7202889387461091, 0.28893303578347374, -0.7302386803436841]"
"[0.012118030615435038, 0.003116171265329884, 0.30836267020577257]","[0.02230540846009066, -0.00013415027252249023, 0.2781694284456323]","[0.010088989938325743, 0.0035157968390387567, 0.34601444154523553]","[0.5771232906304008, 0.07486455895447329, -0.139464608973302]","[0.16353172006468403, 0.5381228165417064, -0.92325909704669]"
"[0.005756141496760736, -0.0007597850012235341, 0.3375167291739049]","[-0.030020219043849605, -0.007596803133293251, 0.3244162464769884]","[0.044099553054369245, 0.005678291576737493, 0.34954702049316255]","[-0.4063470843468663, 0.5993308223966112, 0.1058578204298447]","[-1.3570426056426341, 0.306064811304536, 0.004996170005558964]"
"[-0.006809918115571856, -0.007929555650338982, 0.2616301836536234]","[0.0005276064382799817, 0.00048322515952248235, 0.22946773502041035]","[-0.022050251944763732, -0.022746098978826512, 0.30295436862745545]","[-0.6932338151486387, -0.37183450929220746, -0.44961604583376574]","[-0.3962364338388329, -0.3225693814055924, -1.403222622294642]"
"[-0.0013091026433994513, -0.007380542705703708, 0.2579000592655112]","[-0.0027424587373352516, -0.02291161604269326, 0.22510286859474016]","[-0.01264666948988824, 0.009059922977012191, 0.2838301472956267]","[-0.6354405418919619, 0.36673746502845256, -0.4912327054657424]","[-0.7516165880289476, -0.12354858689415354, -1.355016656227807]"
"[0.0011016743553460828, -0.0009007536209776693, 0.32446426428477837]","[-0.00874090485763035, -0.009247889160240087, 0.29881186621790534]","[0.009671191580661986, -0.004814148521238661, 0.34694549859989277]","[0.36353869338192, 0.026398897667633557, -0.27220649873873204]","[0.3283409697401433, 0.7598106873569412, -0.9510792902064438]"
"[-0.007371497543594091, 0.0017963871575121804, 0.3371537175103482]","[0.0034611730192340984, 0.0021383105072145803, 0.31253333792644816]","[-0.018484530049124204, -0.001866724683715626, 0.3625464084164643]","[0.21626961155165064, -0.5163546591692283, -0.48120235152809326]","[0.6260058215829896, -0.4417963454266117, -1.3903543168457801]"
"[-0.005656254865891955, 0.004655665144983279, 0.34663912007037856]","[-0.0060310791248236045, 0.0214182062549641, 0.3239030325099943]","[-0.003260246627701316, -0.014677197274345632, 0.3794798913265962]","[-0.08535687677557514, -0.3960809652032386, -0.6065264952138107]","[-0.8468585368138868, -0.2505944082047233, -1.238150500054993]"
"[-0.02393903371626188, 0.0018840123844539314, 0.3272279846214011]","[-0.039319189429734225, -0.0009272871362153434, 0.30369927108927686]","[-0.006499054570528684, 0.007974618480890067, 0.3606460684425875]","[0.4284215587283027, -0.22321648227238536, -0.5784023968832023]","[0.2841305310777079, -1.057497450398076, -1.1105258464348977]"
"[-0.011570363674265005, -0.005633612029828483, 0.3108296416483566]","[-0.03139720665678325, -0.017753006617639233, 0.29476509909608173]","[0.01562527570677208, 0.006880191081893194, 0.3345323548230765]","[-0.7170673151727827, 0.5700550997847832, -0.18548002449895537]","[-0.817950507289187, 0.6408094686835341, -1.1778591863268046]"
"[0.0045114144211841345, 0.025276318485768112, 0.32657952898181836]","[0.011624503120411467, 0.015222779702667472, 0.2989074794856775]","[-0.002682680841511853, 0.03870332782088701, 0.3513995455572367]","[-0.49599616313832423, 0.2048087401262349, -0.413302892226665]","[-0.3027069661925912, -0.2927461235022861, -1.2589260021424697]"
"[0.01144895950402991, 0.019561014781708408, 0.2862371613454775]","[0.009526003801682947, 0.006783343878732917, 0.25884290348209826]","[0.016643164088471177, 0.03385008538367723, 0.3110749452483357]","[0.027132059795518873, 0.4974941784770514, -0.4893269264211706]","[-0.20920572078537952, 0.03676966020814332, -1.3448252442079314]"
"[-0.010162070970210046, -0.006441549705842542, 0.253786813125755]","[-0.0004850153842109739, -0.0059559172513565795, 0.22508958760606598]","[-0.020652972098755717, -0.01083753588846692, 0.28059519069940564]","[0.5263858117944797, -0.6508105120964174, -0.10268300696611246]","[0.9452803404848775, -0.48983831397229416, -0.9963358060241906]"
"[-0.007281866772032242, -0.00615279597515761, 0.3147118465573354]","[-0.0003488823209624181, -0.013621170852149755, 0.28618871384858136]","[-0.013658888129877478, -0.0030587816399711976, 0.34295779286885775]","[0.7037716119739416, -0.5320090971816507, 0.09552283298096839]","[0.9752572191359795, -0.600720710012991, -0.8644637707620086]"
"[-0.015043316624137631, -0.0010231784243600606, 0.32647350599200897]","[0.011994458143873607, -0.0013726732313699141, 0.3050698741174476]","[-0.03866777752776851, -0.005932052121065845, 0.351667810896797]","[0.13341109168631254, -0.6574423196222385, -0.000789129320922604]","[0.2579659957696311, -0.7191171782697591, -0.9910831703408631]"
"[0.0116907157476831, -0.02482496435715928, 0.32541898785946655]","[0.006483033805827931, -0.01828424039886299, 0.31241463520141555]","[0.028629367494593994, -0.024886971218210874, 0.3501919890537617]","[0.6990650302849626, 0.07373987436252225, -0.20620484886214477]","[0.24653072893245076, 0.21960665491833378, -1.0859409390787944]"
"[-0.004565544233474883, -0.017152830272345237, 0.30926910092310844]","[-0.00889430357157528, -0.011496006331242925, 0.29554771634817245]","[0.008101751276374802, -0.014417726981935414, 0.3363372037469753]","[0.7237337580975292, 0.2210093646820115, -0.11225346621503897]","[0.39072598143317894, 0.29341680158181904, -1.0523933407883213]"
"[-0.008839053205584868, 0.020083894275323366, 0.2950863511620322]","[-0.006752702518557252, 0.010951186432263033, 0.2751127135345871]","[-0.021991204849573287, 0.027209474089497865, 0.32895764604986655]","[-0.36139772549828947, 0.12978301269725512, -0.536781096248356]","[0.09200144073301514, 0.22511285195161357, -1.4229760058526124]"
"[-0.04205844557877908, 0.02007260933400834, 0.17667560680604288]","[-0.016249407256637455, 0.04736205293666429, 0.17601895566739367]","[-0.06740552798286523, -0.0018973497410028628, 0.17349038581644216]","[-0.028600053174163365, 0.7337130864000072, -0.7011038770538953]","[0.08801815576865402, 1.7243730944357616, -0.7717646286885085]"
"[0.0028727595261665018, -0.028479469551299763, 0.2702499977761966]","[-0.025752097515756023, -0.020093641499029147, 0.2930728269366683]","[0.025746180978089006, -0.05695053298643127, 0.2762782780213535]","[0.5958107567452577, 0.8307283747771208, -0.1006935743279464]","[0.6278178217544221, 1.7977847122312567, -0.35323582421752897]"
"[-0.02158149415383359, -0.04719771544558754, 0.2892812007822725]","[-0.042313694540513314, -0.02109449611637465, 0.3065839141954453]","[0.0027637449186687646, -0.06863721237027426, 0.30710793157840466]","[0.4119893540002267, 0.24591100086671142, -0.6872004027514473]","[0.3427960385813825, 0.7969568731426946, -1.518801708515784]"
"[-0.0022302105195535216, -0.0040104012334910705, 0.30806970240586756]","[0.003865864316778378, 0.003265674396771154, 0.2816190086927738]","[-0.006992176209283829, -0.010309502474444399, 0.3476319646998147]","[0.6444225512091944, 0.08883878891298332, 0.14188132221962516]","[0.6459547660292142, -0.027024783055184187, -0.8513826331359098]"
"[0.00040906572166132804, 0.005201660780172979, 0.30497405668904737]","[0.012691634313071631, 0.00514562951938774, 0.27969802115761033]","[-0.011840962171095648, 0.00675401703407652, 0.343380496229529]","[0.6057728823375705, -0.2848264132012154, 0.24318643732993694]","[0.6649532220816702, -0.4885842264643724, -0.7340445696085399]"
"[-0.013904060186861633, 0.0025314646566329535, 0.15647129650990832]","[-0.004210886993703866, 0.007124994466182477, 0.13049660728698242]","[-0.022111808366007124, -0.0037119158740647196, 0.19547361260607965]","[0.5392502060382861, -0.3273886606677378, -0.04245686322136325]","[0.4773021277404988, -0.3003980738478818, -1.040171223055044]"
"[-0.0006759538373869445, -0.026428195646744146, 0.16982001905848093]","[-0.01053786613080454, -0.03203089612457388, 0.14615759246696586]","[0.004862298440373003, -0.02070342643808651, 0.19352616421456076]","[0.5947139595881974, -0.09546144680548288, -0.40760946963673755]","[0.6072467738152083, -0.5807409058682883, -1.281878750338777]"
"[-0.019555560054925425, -0.0122519416795277, 0.3100472043159572]","[-0.020054273365557762, -0.00826265692157313, 0.2835520552662275]","[-0.015250343562790036, -0.014098047816010317, 0.34577825377363125]","[0.4734938108750206, -0.6327857575914965, -0.22392044197329153]","[0.04587835775999993, -0.953600608021514, -1.0690375084207755]"
"[0.002264981220621798, 0.0029991102079643117, 0.16063059136308233]","[0.004258755319722529, -0.004120930966213576, 0.12995611110718797]","[0.0012215496830462191, 0.007716865168288151, 0.19949963540763815]","[0.7147995715877956, -0.16763328281210116, -0.4889641401748004]","[0.5280201988308943, -0.35900929778180546, -1.4525453182842807]"
"[0.017403172718103932, 0.004565430955706495, 0.3028813968526712]","[0.014619464489158296, 0.013609963211959286, 0.2824701308524724]","[-0.00804247366816116, -0.01186358071352811, 0.3399101602452672]","[-0.10662880551239638, -0.8352179866833508, 0.10288070051135664]","[-0.3739460945254444, -0.9140059464144638, -0.857501475706071]"
"[0.0014707025511526695, -0.01446139709125216, 0.2793565860656861]","[0.004204586051542891, 0.015404744396619319, 0.2680161641946907]","[-0.008161595660264295, -0.01356188271652281, 0.3330287273800991]","[-0.08184123469694055, -0.8447330653380144, -0.1834369594523338]","[0.2217641341148957, -0.5096181570222794, -1.0753572351794674]"
"[0.004678470763099414, 0.004692783269395262, 0.29307507263627497]","[0.014770297964133462, 0.029346077417135685, 0.29202448090451105]","[-0.027565678841104495, -0.023701784280852678, 0.3120920115071705]","[0.042466244675646504, -0.4804827447014891, -0.430474113722646]","[0.7644093453208193, 0.03447852203074053, -0.8926570355148431]"
"[-0.02803553095159983, 0.005528732179429702, 0.3302765450001786]","[0.015841308023963274, 0.007189690218166289, 0.32073125299170574]","[-0.050346754519670134, 0.003278910477069491, 0.3486113211145531]","[-0.43812492522803265, 0.16798290289909612, -0.40776664081292496]","[0.30726353792011846, -0.008446823193486025, -1.0506263383803909]"
