# elapsed time, f2_acc_x, f2_acc_y, f2_acc_z, f2_gyro_x, f2_gyro_y, f2_gyro_z
6.611647605895996094e+00,1.912967085838317649e+00,-7.505822181701660156e+00,6.011840343475341797e+00,-2.670288085937500000e-01,-4.806518554687500000e-01,3.280639648437500000e-01
6.622648954391479492e+00,1.877054095268249290e+00,-7.513004779815673828e+00,6.007051944732666016e+00,-2.670288085937500000e-01,-9.155273437500000000e-02,3.280639648437500000e-01
6.635981082916259766e+00,1.877054095268249290e+00,-7.513004779815673828e+00,5.983109951019287109e+00,2.288818359375000000e-01,-2.593994140625000000e-01,-1.220703125000000000e-01
6.650857925415039062e+00,1.877054095268249290e+00,-7.565677165985107422e+00,6.007051944732666016e+00,3.128051757812500000e-01,-2.593994140625000000e-01,-1.220703125000000000e-01
6.663572788238525391e+00,1.877054095268249290e+00,-7.565677165985107422e+00,6.019022941589356357e+00,4.043579101562500000e-01,-2.593994140625000000e-01,-1.220703125000000000e-01
6.675416469573974609e+00,1.877054095268249290e+00,-7.584830760955809659e+00,6.028599739074707031e+00,3.128051757812500000e-01,-4.043579101562500000e-01,-3.814697265625000000e-02
6.690779209136962891e+00,1.903390288352966309e+00,-7.532158374786376953e+00,6.028599739074707031e+00,3.433227539062500000e-01,-4.348754882812500000e-01,1.296997070312500000e-01
6.703053951263427734e+00,1.903390288352966309e+00,-7.532158374786376953e+00,5.995080947875976562e+00,3.433227539062500000e-01,-4.348754882812500000e-01,1.296997070312500000e-01
6.717525243759155273e+00,1.855506300926208496e+00,-7.532158374786376953e+00,5.995080947875976562e+00,4.119873046875000000e-01,-7.629394531250000000e-03,7.629394531250000000e-03
6.733362197875976562e+00,1.855506300926208496e+00,-7.563282966613769531e+00,6.021417140960693359e+00,4.119873046875000000e-01,-7.629394531250000000e-03,7.629394531250000000e-03
6.744927883148193359e+00,1.874659895896912065e+00,-7.599195957183837891e+00,6.021417140960693359e+00,4.119873046875000000e-01,-8.392333984375000000e-02,7.629394531250000000e-03
6.759390830993652344e+00,1.905784487724303977e+00,-7.599195957183837891e+00,6.021417140960693359e+00,5.950927734375000000e-01,-1.449584960937500000e-01,2.288818359375000000e-02
6.770623683929443359e+00,1.874659895896912065e+00,-7.522581577301025391e+00,5.995080947875976562e+00,6.332397460937500000e-01,-1.449584960937500000e-01,-8.392333984375000000e-02
6.787150621414184570e+00,1.865083098411560059e+00,-7.522581577301025391e+00,6.035782337188720703e+00,6.332397460937500000e-01,-5.493164062500000000e-01,2.288818359375000000e-02
6.797725200653076172e+00,1.865083098411560059e+00,-7.572859764099121094e+00,6.002263545989990234e+00,5.569458007812500000e-01,-2.822875976562500000e-01,9.155273437500000000e-02
6.813252925872802734e+00,1.865083098411560059e+00,-7.572859764099121094e+00,6.033388137817382812e+00,5.569458007812500000e-01,-2.822875976562500000e-01,9.155273437500000000e-02
6.825776576995849609e+00,1.812410712242126465e+00,-7.556100368499755859e+00,6.002263545989990234e+00,5.569458007812500000e-01,-1.144409179687500000e-01,-1.449584960937500000e-01
6.841059207916259766e+00,1.805227994918823242e+00,-7.556100368499755859e+00,5.987898349761962891e+00,6.637573242187500000e-01,4.577636718750000000e-02,-2.136230468750000000e-01
6.852646827697753906e+00,1.805227994918823242e+00,-7.644685745239257812e+00,5.987898349761962891e+00,5.569458007812500000e-01,1.831054687500000000e-01,-1.449584960937500000e-01
6.867988824844360352e+00,1.857900500297546387e+00,-7.644685745239257812e+00,6.057330131530761719e+00,3.051757812500000000e-01,4.577636718750000000e-02,-5.340576171875000000e-02
6.882608175277709961e+00,1.874659895896912065e+00,-7.623137950897216797e+00,6.064512729644775391e+00,2.212524414062500000e-01,2.288818359375000000e-01,-5.340576171875000000e-02
6.895420074462890625e+00,1.877054095268249290e+00,-7.611166954040527344e+00,6.107608318328857422e+00,2.212524414062500000e-01,-1.525878906250000000e-02,2.288818359375000000e-01
6.909999608993530273e+00,1.874659895896912065e+00,-7.611166954040527344e+00,6.107608318328857422e+00,6.866455078125000000e-02,-1.525878906250000000e-02,2.288818359375000000e-01
6.920753717422485352e+00,1.877054095268249290e+00,-7.517793178558349609e+00,6.050147533416748047e+00,6.866455078125000000e-02,-3.051757812500000000e-02,2.365112304687500000e-01
6.936779260635375977e+00,1.879448294639587624e+00,-7.498639583587646484e+00,6.040570735931396484e+00,3.814697265625000000e-02,-3.280639648437500000e-01,3.128051757812500000e-01
