# elapsed time, f3_acc_x, f3_acc_y, f3_acc_z, f3_gyro_x, f3_gyro_y, f3_gyro_z
6.792875528335571289e+00,-6.809109687805175781e+00,1.225831270217895508e+00,-7.254431247711182529e+00,-3.433227539062500000e+00,-7.629394531250000000e-02,3.662109375000000000e-01
6.805524349212646484e+00,-6.931213855743407315e+00,1.221042871475219505e+00,-7.285555839538574219e+00,-3.433227539062500000e+00,-1.602172851562500000e-01,3.662109375000000000e-01
6.819883823394775391e+00,-6.799532890319824219e+00,1.182735562324524148e+00,-7.242460250854492188e+00,-3.570556640625000000e+00,-1.602172851562500000e-01,3.662109375000000000e-01
6.832095384597778320e+00,-6.856993675231933594e+00,1.182735562324524148e+00,-7.285555839538574219e+00,-3.326416015625000000e+00,-1.602172851562500000e-01,2.593994140625000000e-01
6.847418785095214844e+00,-6.854599475860596591e+00,1.189918279647827148e+00,-7.326257228851317471e+00,-3.242492675781250000e+00,-2.670288085937500000e-01,6.256103515625000000e-01
6.858243227005004883e+00,-6.854599475860596591e+00,1.211466073989868164e+00,-7.326257228851317471e+00,-3.242492675781250000e+00,-1.602172851562500000e-01,4.653930664062500000e-01
6.870262384414672852e+00,-6.854599475860596591e+00,1.211466073989868164e+00,-7.307103633880615234e+00,-3.242492675781250000e+00,-1.220703125000000000e-01,4.653930664062500000e-01
6.886380195617675781e+00,-6.873753070831298828e+00,1.211466073989868164e+00,-7.268796443939208984e+00,-3.669738769531250000e+00,-1.220703125000000000e-01,4.653930664062500000e-01
6.897978544235229492e+00,-6.873753070831298828e+00,1.259350061416625977e+00,-7.232883453369141513e+00,-3.204345703125000000e+00,-4.577636718750000000e-02,1.983642578125000000e-01
6.912307024002075195e+00,-6.883329868316650391e+00,1.242590665817260742e+00,-7.232883453369141513e+00,-3.669738769531250000e+00,-4.577636718750000000e-02,3.509521484375000000e-01
6.927204608917236328e+00,-6.823474884033202237e+00,1.247379064559936301e+00,-7.252037048339843750e+00,-3.433227539062500000e+00,-4.577636718750000000e-02,3.509521484375000000e-01
6.937507867813110352e+00,-6.852205276489257812e+00,1.242590665817260742e+00,-7.290344238281250000e+00,-3.433227539062500000e+00,8.392333984375000000e-02,3.509521484375000000e-01
6.951409816741943359e+00,-6.852205276489257812e+00,1.240196466445922852e+00,-7.252037048339843750e+00,-3.433227539062500000e+00,-1.907348632812500000e-01,5.798339843750000000e-01
6.966171026229858398e+00,-6.852205276489257812e+00,1.221042871475219505e+00,-7.208940982818603516e+00,-3.662109375000000000e+00,-4.577636718750000000e-02,3.738403320312500000e-01
6.975644350051879883e+00,-6.859387874603272373e+00,1.240196466445922852e+00,-7.208940982818603516e+00,-3.662109375000000000e+00,-4.577636718750000000e-02,3.738403320312500000e-01
6.990839004516601562e+00,-6.871358871459960938e+00,1.187524080276489258e+00,-7.261613845825195312e+00,-3.585815429687500000e+00,-4.577636718750000000e-02,3.738403320312500000e-01
7.004944801330566406e+00,-6.871358871459960938e+00,1.242590665817260742e+00,-7.261613845825195312e+00,-3.341674804687500000e+00,-1.525878906250000000e-02,2.288818359375000000e-01
7.015791893005371094e+00,-6.871358871459960938e+00,1.209071874618530495e+00,-7.261613845825195312e+00,-3.341674804687500000e+00,-1.449584960937500000e-01,6.790161132812500000e-01
