# elapsed time, f1_acc_x, f1_acc_y, f1_acc_z, f1_gyro_x, f1_gyro_y, f1_gyro_z
6.822104454040527344e-01,-2.363076925277709961e+00,-2.631227731704711914e+00,-1.004128170013427557e+01,-3.532409667968750000e+00,-2.059936523437500000e-01,4.730224609375000000e-01
6.945168972015380859e-01,-2.341529130935668945e+00,-2.631227731704711914e+00,-1.002931118011474609e+01,-3.532409667968750000e+00,-1.068115234375000000e-01,5.416870117187500000e-01
7.093284130096435547e-01,-2.363076925277709961e+00,-2.633621931076049805e+00,-1.006043529510498047e+01,-3.509521484375000000e+00,-3.662109375000000000e-01,6.027221679687500000e-01
7.210493087768554688e-01,-2.360682725906372070e+00,-2.631227731704711914e+00,-1.000297451019287287e+01,-3.509521484375000000e+00,-7.629394531250000000e-03,6.027221679687500000e-01
7.363514900207519531e-01,-2.360682725906372070e+00,-2.631227731704711914e+00,-1.006043529510498047e+01,-3.456115722656250000e+00,-3.585815429687500000e-01,6.103515625000000000e-01
7.515664100646972656e-01,-2.360682725906372070e+00,-2.631227731704711914e+00,-1.006043529510498047e+01,-3.540039062500000000e+00,3.814697265625000000e-02,6.256103515625000000e-01
7.630763053894042969e-01,-2.360682725906372070e+00,-2.624045133590698242e+00,-1.011310768127441406e+01,-3.448486328125000000e+00,3.814697265625000000e-02,6.256103515625000000e-01
7.783033847808837891e-01,-2.377442359924316406e+00,-2.643198728561401367e+00,-1.006043529510498047e+01,-3.616333007812500000e+00,8.392333984375000000e-02,6.179809570312500000e-01
7.896175384521484375e-01,-2.360682725906372070e+00,-2.628833532333374023e+00,-1.011310768127441406e+01,-3.616333007812500000e+00,8.392333984375000000e-02,4.882812500000000000e-01
8.049304485321044922e-01,-2.317587137222290039e+00,-2.636016130447388139e+00,-1.009156036376953125e+01,-3.623962402343750000e+00,2.288818359375000000e-02,5.493164062500000000e-01
8.166375160217285156e-01,-2.317587137222290039e+00,-2.636016130447388139e+00,-1.009156036376953125e+01,-3.623962402343750000e+00,2.288818359375000000e-02,5.035400390625000000e-01
8.325781822204589844e-01,-2.384624958038330078e+00,-2.664746522903442383e+00,-1.009156036376953125e+01,-3.677368164062500000e+00,2.288818359375000000e-02,5.493164062500000000e-01
8.468465805053710938e-01,-2.384624958038330078e+00,-2.664746522903442383e+00,-1.009156036376953125e+01,-3.677368164062500000e+00,9.918212890625000000e-02,5.035400390625000000e-01
8.588385581970214844e-01,-2.353500127792358398e+00,-2.652775526046752930e+00,-1.003649330139160156e+01,-3.677368164062500000e+00,5.340576171875000000e-02,6.561279296875000000e-01
8.745839595794677734e-01,-2.353500127792358398e+00,-2.609679698944091797e+00,-1.009395408630371271e+01,-3.746032714843750000e+00,9.918212890625000000e-02,5.569458007812500000e-01
8.860056400299072266e-01,-2.327163934707641602e+00,-2.652775526046752930e+00,-1.005085849761962713e+01,-3.761291503906250000e+00,5.340576171875000000e-02,5.569458007812500000e-01
9.009392261505126953e-01,-2.353500127792358398e+00,-2.655169725418090820e+00,-1.005085849761962713e+01,-3.761291503906250000e+00,1.144409179687500000e-01,5.416870117187500000e-01
9.160606861114501953e-01,-2.396595954895019531e+00,-2.671929121017456055e+00,-1.005085849761962713e+01,-3.715515136718750000e+00,-1.525878906250000000e-02,5.416870117187500000e-01
9.286768436431884766e-01,-2.396595954895019531e+00,-2.655169725418090820e+00,-1.007480049133300781e+01,-3.677368164062500000e+00,2.288818359375000000e-02,5.416870117187500000e-01
9.432930946350097656e-01,-2.353500127792358398e+00,-2.693476915359497070e+00,-1.007480049133300781e+01,-3.677368164062500000e+00,-2.822875976562500000e-01,5.874633789062500000e-01
9.545106887817382812e-01,-2.346317529678344727e+00,-2.712630510330200195e+00,-1.005564689636230469e+01,-3.715515136718750000e+00,-1.983642578125000000e-01,5.493164062500000000e-01
9.697592258453369141e-01,-2.346317529678344727e+00,-2.712630510330200195e+00,-1.005564689636230469e+01,-3.715515136718750000e+00,-2.746582031250000000e-01,5.493164062500000000e-01
9.822731018066406250e-01,-2.346317529678344727e+00,-2.705447912216186523e+00,-1.004846477508544922e+01,-3.715515136718750000e+00,-2.746582031250000000e-01,5.493164062500000000e-01
9.974114894866943359e-01,-2.348711729049682617e+00,-2.664746522903442383e+00,-1.003409957885742188e+01,-3.700256347656250000e+00,-2.746582031250000000e-01,5.493164062500000000e-01
1.012203931808471680e+00,-2.348711729049682617e+00,-2.664746522903442383e+00,-1.003409957885742188e+01,-3.684997558593750000e+00,-3.356933593750000000e-01,4.501342773437500000e-01
1.023834705352783203e+00,-2.348711729049682617e+00,-2.655169725418090820e+00,-1.009156036376953125e+01,-3.646850585937500000e+00,-2.441406250000000000e-01,3.662109375000000000e-01
1.041179895401000977e+00,-2.367865324020385742e+00,-2.619256734848022461e+00,-1.012747287750243963e+01,-3.608703613281250000e+00,-1.983642578125000000e-01,3.280639648437500000e-01
1.051328182220458984e+00,-2.367865324020385742e+00,-2.614468097686768022e+00,-1.009156036376953125e+01,-3.608703613281250000e+00,-1.907348632812500000e-01,2.822875976562500000e-01
1.066110610961914062e+00,-2.367865324020385742e+00,-2.614468097686768022e+00,-1.008437728881835938e+01,-3.608703613281250000e+00,-1.907348632812500000e-01,2.822875976562500000e-01
1.083225011825561523e+00,-2.360682725906372070e+00,-2.621650934219360352e+00,-1.005564689636230469e+01,-3.631591796875000000e+00,-2.212524414062500000e-01,2.593994140625000000e-01
1.094030380249023438e+00,-2.358288526535034180e+00,-2.645592927932739702e+00,-1.004607009887695135e+01,-3.646850585937500000e+00,-2.593994140625000000e-01,3.433227539062500000e-01
1.107637882232666016e+00,-2.348711729049682617e+00,-2.645592927932739702e+00,-9.995792388916015625e+00,-3.646850585937500000e+00,-2.212524414062500000e-01,2.593994140625000000e-01
1.122394561767578125e+00,-2.358288526535034180e+00,-2.640804529190063477e+00,-9.995792388916015625e+00,-3.677368164062500000e+00,-2.593994140625000000e-01,5.111694335937500000e-01
1.134560823440551758e+00,-2.353500127792358398e+00,-2.640804529190063477e+00,-1.002931118011474609e+01,-3.402709960937500000e+00,-1.678466796875000000e-01,4.043579101562500000e-01
1.149752616882324219e+00,-2.353500127792358398e+00,-2.631227731704711914e+00,-1.010592555999756037e+01,-3.410339355468750000e+00,-1.525878906250000000e-01,5.493164062500000000e-01
