# elapsed time, force_x, force_y, force_z, torque_x, torque_y, torque_z
6.903605461120605469e-01,-4.281374034015256846e+00,-3.080295569224956509e+00,2.604185730755719796e-01,1.406251628658375941e-01,-3.768774970384944911e-01,-1.399087753666208023e-01
6.920244693756103516e-01,-4.281374034015256846e+00,-3.077884097316833323e+00,2.638049802176938852e-01,1.406874906867247865e-01,-3.763046404017180158e-01,-1.399626804421529869e-01
6.943099498748779297e-01,-4.281374034015256846e+00,-3.080295569224956509e+00,2.604185730755719796e-01,1.406874906867247865e-01,-3.763046404017180158e-01,-1.399626804421529869e-01
6.965880393981933594e-01,-4.294312954569782015e+00,-3.080295569224956509e+00,2.638049802176938852e-01,1.407619272310652037e-01,-3.758910046821017925e-01,-1.403533094314894925e-01
6.982963085174560547e-01,-4.301350113877671966e+00,-3.080295569224956509e+00,2.604185730755719796e-01,1.407619272310652037e-01,-3.758910046821017925e-01,-1.403597926791063932e-01
7.005646228790283203e-01,-4.301350113877671966e+00,-3.077884097316833323e+00,2.638049802176938852e-01,1.407619272310652037e-01,-3.758910046821017925e-01,-1.403597926791063932e-01
7.021470069885253906e-01,-4.301350113877671966e+00,-3.070115390987138149e+00,2.638049802176938852e-01,1.414616668677781963e-01,-3.757637442385831084e-01,-1.403597926791063932e-01
7.044420242309570312e-01,-4.301350113877671966e+00,-3.077884097316833323e+00,2.638049802176938852e-01,1.407619272310652037e-01,-3.757637442385831084e-01,-1.403597926791063932e-01
7.061295509338378906e-01,-4.301350113877671966e+00,-3.072258480199318242e+00,2.638049802176938852e-01,1.419472757481032021e-01,-3.757637442385831084e-01,-1.403597926791063932e-01
7.096636295318603516e-01,-4.294312954569782015e+00,-3.072258480199318242e+00,2.673376647475649848e-01,1.419472757481032021e-01,-3.757637442385831084e-01,-1.403533094314894925e-01
7.100791931152343750e-01,-4.294312954569782015e+00,-3.077884097316833323e+00,2.638049802176938852e-01,1.423245368730430005e-01,-3.758910046821017925e-01,-1.403533094314894925e-01
7.123253345489501953e-01,-4.294312954569782015e+00,-3.077884097316833323e+00,2.385568806595602942e-01,1.423245368730430005e-01,-3.758910046821017925e-01,-1.403597926791063932e-01
7.140147686004638672e-01,-4.294312954569782015e+00,-3.087101815107566871e+00,2.385568806595602942e-01,1.416268474184748938e-01,-3.758910046821017925e-01,-1.403597926791063932e-01
7.164530754089355469e-01,-4.294312954569782015e+00,-3.096206849538291728e+00,2.593212739107610965e-01,1.416268474184748938e-01,-3.758910046821017925e-01,-1.403845413345264914e-01
7.181017398834228516e-01,-4.287394968966226294e+00,-3.096964108473104105e+00,2.629909067384481047e-01,1.409125926590895916e-01,-3.758910046821017925e-01,-1.403533094314894925e-01
7.202584743499755859e-01,-4.287394968966226294e+00,-3.099632152349955483e+00,2.593212739107610965e-01,1.416268474184748938e-01,-3.758910046821017925e-01,-1.403533094314894925e-01
7.224807739257812500e-01,-4.277854965570917933e+00,-3.099700713821837983e+00,2.629909067384481047e-01,1.409125926590895916e-01,-3.761452731771843805e-01,-1.400669680496945957e-01
7.241795063018798828e-01,-4.225642196242596071e+00,-3.099700713821837983e+00,2.629909067384481047e-01,1.409125926590895916e-01,-3.766782653916834755e-01,-1.403533094314894925e-01
7.264292240142822266e-01,-4.225642196242596071e+00,-3.117203161696299407e+00,2.629909067384481047e-01,1.409717548815881960e-01,-3.766782653916834755e-01,-1.403845413345264914e-01
7.281715869903564453e-01,-4.206091272616673038e+00,-3.137892753431353654e+00,2.629909067384481047e-01,1.409125926590895916e-01,-3.761714444856715800e-01,-1.403533094314894925e-01
7.304654121398925781e-01,-4.205068441134675261e+00,-3.137892753431353654e+00,2.629909067384481047e-01,1.409717548815881960e-01,-3.766782653916834755e-01,-1.400669680496945957e-01
7.321386337280273438e-01,-4.188816906021101794e+00,-3.137892753431353654e+00,2.629909067384481047e-01,1.409717548815881960e-01,-3.766782653916834755e-01,-1.400669680496945957e-01
7.343945503234863281e-01,-4.188816906021101794e+00,-3.147295183436037203e+00,2.593212739107610965e-01,1.409717548815881960e-01,-3.767307075495566759e-01,-1.400669680496945957e-01
7.360880374908447266e-01,-4.205068441134675261e+00,-3.147295183436037203e+00,2.629909067384481047e-01,1.412922449527045932e-01,-3.767307075495566759e-01,-1.400669680496945957e-01
7.383079528808593750e-01,-4.205068441134675261e+00,-3.157537249637226928e+00,2.593212739107610965e-01,1.412922449527045932e-01,-3.767307075495566759e-01,-1.400669680496945957e-01
7.400982379913330078e-01,-4.205068441134675261e+00,-3.180845448310493317e+00,2.593212739107610965e-01,1.410654864992597901e-01,-3.767812914537542746e-01,-1.399020011196085989e-01
7.422850131988525391e-01,-4.188816906021101794e+00,-3.180845448310493317e+00,2.396609718752013007e-01,1.410654864992597901e-01,-3.773930157924039741e-01,-1.399020011196085989e-01
7.439606189727783203e-01,-4.188816906021101794e+00,-3.180845448310493317e+00,2.396609718752013007e-01,1.409717548815881960e-01,-3.773930157924039741e-01,-1.399020011196085989e-01
7.462635040283203125e-01,-4.183986625210571297e+00,-3.180845448310493317e+00,2.396609718752013007e-01,1.409717548815881960e-01,-3.775626349197250820e-01,-1.398937808386619963e-01
7.485370635986328125e-01,-4.188816906021101794e+00,-3.180845448310493317e+00,2.396609718752013007e-01,1.409717548815881960e-01,-3.775626349197250820e-01,-1.398937808386619963e-01
7.502031326293945312e-01,-4.188816906021101794e+00,-3.182223289786894060e+00,2.396609718752013007e-01,1.410654864992597901e-01,-3.775626349197250820e-01,-1.398937808386619963e-01
7.524845600128173828e-01,-4.200434641486416432e+00,-3.210719349919445964e+00,2.509430540472645799e-01,1.410654864992597901e-01,-3.775626349197250820e-01,-1.398937808386619963e-01
7.541294097900390625e-01,-4.200434641486416432e+00,-3.182223289786894060e+00,2.509430540472645799e-01,1.410654864992597901e-01,-3.775626349197250820e-01,-1.396493388837286020e-01
7.564694881439208984e-01,-4.200434641486416432e+00,-3.182223289786894060e+00,2.438187032095021911e-01,1.410654864992597901e-01,-3.775626349197250820e-01,-1.396493388837286020e-01
7.581477165222167969e-01,-4.205068441134675261e+00,-3.180845448310493317e+00,2.438187032095021911e-01,1.412922449527045932e-01,-3.767893286174766043e-01,-1.395278116922185063e-01
7.603936195373535156e-01,-4.205068441134675261e+00,-3.180845448310493317e+00,2.438187032095021911e-01,1.412922449527045932e-01,-3.767893286174766043e-01,-1.395278116922185063e-01
7.620604038238525391e-01,-4.209036113961802883e+00,-3.236034385534000801e+00,2.509430540472645799e-01,1.411661828294631105e-01,-3.767893286174766043e-01,-1.396493388837286020e-01
7.643284797668457031e-01,-4.209036113961802883e+00,-3.236034385534000801e+00,2.509430540472645799e-01,1.411661828294631105e-01,-3.767812914537542746e-01,-1.398937808386619963e-01
7.660522460937500000e-01,-4.209036113961802883e+00,-3.236034385534000801e+00,2.587930985675062079e-01,1.411661828294631105e-01,-3.767812914537542746e-01,-1.397738248156059071e-01
7.683091163635253906e-01,-4.209036113961802883e+00,-3.235170946931917868e+00,2.587930985675062079e-01,1.411661828294631105e-01,-3.767812914537542746e-01,-1.395278116922185063e-01
7.699849605560302734e-01,-4.209036113961802883e+00,-3.219140956322902092e+00,2.587930985675062079e-01,1.412922449527045932e-01,-3.767893286174766043e-01,-1.395146871487752960e-01
7.725555896759033203e-01,-4.214539347820930537e+00,-3.180845448310493317e+00,2.619911742834055146e-01,1.416590237085771919e-01,-3.767812914537542746e-01,-1.394908430393398957e-01
7.751936912536621094e-01,-4.214539347820930537e+00,-3.180845448310493317e+00,2.619911742834055146e-01,1.416590237085771919e-01,-3.767893286174766043e-01,-1.382147191722394863e-01
7.762594223022460938e-01,-4.214539347820930537e+00,-3.180845448310493317e+00,2.695875462209921802e-01,1.416590237085771919e-01,-3.767893286174766043e-01,-1.382147191722394863e-01
7.784442901611328125e-01,-4.214356845705761856e+00,-3.219140956322902092e+00,2.619911742834055146e-01,1.411661828294631105e-01,-3.774904909281475152e-01,-1.382147191722394863e-01
