# elapsed time, f3_acc_x, f3_acc_y, f3_acc_z, f3_gyro_x, f3_gyro_y, f3_gyro_z
2.472309350967407227e+00,-2.418143749237060547e+00,-2.015917778015136719e+00,-1.011071395874023438e+01,-3.921508789062500000e+00,-2.441406250000000000e-01,6.790161132812500000e-01
2.485397577285766602e+00,-2.418143749237060547e+00,-2.015917778015136719e+00,-1.011071395874023438e+01,-3.906250000000000000e+00,-1.983642578125000000e-01,2.136230468750000000e-01
2.499452352523803711e+00,-2.415749549865722656e+00,-2.006340980529785156e+00,-1.014902114868164062e+01,-3.860473632812500000e+00,-1.983642578125000000e-01,2.746582031250000000e-01
2.514576673507690430e+00,-2.403778553009033203e+00,-2.054224967956542969e+00,-1.018732833862304865e+01,-3.860473632812500000e+00,-1.983642578125000000e-01,2.746582031250000000e-01
2.526164293289184570e+00,-2.394201755523681641e+00,-2.006340980529785156e+00,-1.018732833862304865e+01,-3.860473632812500000e+00,-4.577636718750000000e-02,2.746582031250000000e-01
2.538744211196899414e+00,-2.394201755523681641e+00,-2.027888774871826172e+00,-1.017296314239501953e+01,-3.715515136718750000e+00,-2.822875976562500000e-01,4.272460937500000000e-01
2.556322574615478516e+00,-2.379836559295654297e+00,-2.025494575500488281e+00,-1.017296314239501953e+01,-3.715515136718750000e+00,-2.822875976562500000e-01,4.272460937500000000e-01
2.568981885910034180e+00,-2.398990154266357422e+00,-2.025494575500488281e+00,-1.017535686492919922e+01,-3.715515136718750000e+00,-2.822875976562500000e-01,4.272460937500000000e-01
2.580869674682617188e+00,-2.398990154266357422e+00,-2.025494575500488281e+00,-1.017535686492919922e+01,-3.639221191406250000e+00,-4.806518554687500000e-01,7.553100585937500000e-01
2.598012685775756836e+00,-2.410961151123046875e+00,-2.006340980529785156e+00,-1.014423274993896484e+01,-3.654479980468750000e+00,-9.155273437500000000e-02,6.256103515625000000e-01
2.608421564102172852e+00,-2.458845138549804688e+00,-2.044648170471191406e+00,-1.006761837005615234e+01,-3.585815429687500000e+00,-9.155273437500000000e-02,6.256103515625000000e-01
2.622505187988281250e+00,-2.410961151123046875e+00,-2.063801765441894531e+00,-1.014423274993896484e+01,-3.494262695312500000e+00,-9.155273437500000000e-02,6.256103515625000000e-01
2.637239694595336914e+00,-2.401384353637695757e+00,-2.068590164184570312e+00,-1.022563552856445135e+01,-3.494262695312500000e+00,2.441406250000000000e-01,3.662109375000000000e-01
2.649729728698730469e+00,-2.401384353637695757e+00,-2.068590164184570312e+00,-1.022563552856445135e+01,-3.646850585937500000e+00,-1.296997070312500000e-01,8.163452148437500000e-01
2.662674903869628906e+00,-2.401384353637695757e+00,-2.051830768585205078e+00,-1.019690513610839844e+01,-3.646850585937500000e+00,-3.814697265625000000e-02,8.163452148437500000e-01
2.676134586334228516e+00,-2.446874141693115234e+00,-2.001552581787109375e+00,-1.016817474365234375e+01,-3.646850585937500000e+00,-3.814697265625000000e-02,8.163452148437500000e-01
2.691356182098388672e+00,-2.370259761810302734e+00,-2.027888774871826172e+00,-1.013704967498779119e+01,-3.623962402343750000e+00,-3.814697265625000000e-02,8.850097656250000000e-01
2.702746868133544922e+00,-2.370259761810302734e+00,-2.027888774871826172e+00,-1.013704967498779119e+01,-3.738403320312500000e+00,1.678466796875000000e-01,5.035400390625000000e-01
2.718561410903930664e+00,-2.370259761810302734e+00,-2.027888774871826172e+00,-1.015620326995849609e+01,-3.753662109375000000e+00,8.392333984375000000e-02,5.493164062500000000e-01
2.730727672576904297e+00,-2.363076925277709961e+00,-2.025494575500488281e+00,-1.016578006744384766e+01,-3.753662109375000000e+00,8.392333984375000000e-02,5.493164062500000000e-01
2.745003223419189453e+00,-2.415749549865722656e+00,-2.025494575500488281e+00,-1.016817474365234375e+01,-3.593444824218750000e+00,8.392333984375000000e-02,5.493164062500000000e-01
2.756946563720703125e+00,-2.415749549865722656e+00,-2.044648170471191406e+00,-1.016578006744384766e+01,-3.593444824218750000e+00,9.155273437500000000e-02,7.858276367187500000e-01
2.772496700286865234e+00,-2.415749549865722656e+00,-2.056619167327880859e+00,-1.013465595245361150e+01,-3.593444824218750000e+00,9.155273437500000000e-02,5.645751953125000000e-01
2.787311553955078125e+00,-2.415749549865722656e+00,-2.087743759155272993e+00,-1.013465595245361150e+01,-3.730773925781250000e+00,9.155273437500000000e-02,5.645751953125000000e-01
2.799370765686035156e+00,-2.430114746093750000e+00,-2.087743759155272993e+00,-1.018014526367187678e+01,-3.837585449218750000e+00,-3.738403320312500000e-01,5.645751953125000000e-01
2.814586877822875977e+00,-2.430114746093750000e+00,-2.025494575500488281e+00,-1.018014526367187678e+01,-3.837585449218750000e+00,-1.525878906250000000e-01,1.602172851562500000e-01
2.826757669448852539e+00,-2.430114746093750000e+00,-2.001552581787109375e+00,-1.016099166870117188e+01,-3.837585449218750000e+00,-1.525878906250000000e-01,3.662109375000000000e-01
2.841871500015258789e+00,-2.406172752380371094e+00,-2.025494575500488281e+00,-1.014902114868164062e+01,-3.677368164062500000e+00,-1.525878906250000000e-01,3.662109375000000000e-01
2.857864141464233398e+00,-2.422932147979736328e+00,-2.035071372985839844e+00,-1.012268447875976562e+01,-3.791809082031250000e+00,2.136230468750000000e-01,3.662109375000000000e-01
2.867911338806152344e+00,-2.422932147979736328e+00,-2.035071372985839844e+00,-1.012268447875976562e+01,-3.791809082031250000e+00,-2.822875976562500000e-01,7.629394531250000000e-01
2.883733272552490234e+00,-2.422932147979736328e+00,-2.035071372985839844e+00,-1.012268447875976562e+01,-3.929138183593750000e+00,-2.822875976562500000e-01,7.629394531250000000e-01
2.896402359008789062e+00,-2.477998733520507812e+00,-2.001552581787109375e+00,-1.012986755371093750e+01,-3.929138183593750000e+00,-2.822875976562500000e-01,7.629394531250000000e-01
2.911206960678100586e+00,-2.454056739807128906e+00,-1.999158382415771706e+00,-1.013704967498779119e+01,-3.776550292968750000e+00,-4.043579101562500000e-01,8.697509765625000000e-01
2.922671556472778320e+00,-2.454056739807128906e+00,-1.999158382415771706e+00,-1.013226127624511541e+01,-3.723144531250000000e+00,-7.629394531250000000e-03,7.629394531250000000e-02
