# elapsed time, f3_acc_x, f3_acc_y, f3_acc_z, f3_gyro_x, f3_gyro_y, f3_gyro_z
2.123024177551269531e+01,-6.272808313369750977e-01,-9.976638793945312500e+00,-2.185906171798706055e+00,-3.501892089843750000e+00,-3.509521484375000000e-01,5.950927734375000000e-01
2.124457621574401855e+01,-7.134720683097839355e-01,-9.971849441528320312e+00,-2.130839586257934570e+00,-3.501892089843750000e+00,-3.509521484375000000e-01,5.950927734375000000e-01
2.125864362716674805e+01,-6.512228250503540039e-01,-9.971849441528320312e+00,-2.130839586257934570e+00,-3.540039062500000000e+00,-2.365112304687500000e-01,5.950927734375000000e-01
2.127077603340148926e+01,-6.560112833976745605e-01,-9.945513725280761719e+00,-2.135627985000610352e+00,-3.578186035156250000e+00,-2.365112304687500000e-01,6.790161132812500000e-01
2.128333806991577148e+01,-6.560112833976745605e-01,-9.945513725280761719e+00,-2.135627985000610352e+00,-3.578186035156250000e+00,-3.204345703125000000e-01,8.010864257812500000e-01
2.129952430725097656e+01,-6.560112833976745605e-01,-9.931148529052734375e+00,-2.121262788772583008e+00,-3.578186035156250000e+00,-3.662109375000000000e-01,8.926391601562500000e-01
2.131129860877990723e+01,-6.703764796257019043e-01,-9.940725326538085938e+00,-2.075772762298583984e+00,-3.738403320312500000e+00,-3.204345703125000000e-01,8.926391601562500000e-01
2.132603573799133301e+01,-6.991068720817565918e-01,-9.940725326538085938e+00,-2.051830768585205078e+00,-3.547668457031250000e+00,-2.212524414062500000e-01,7.171630859375000000e-01
2.133818650245666504e+01,-7.182605266571044922e-01,-9.962272644042968750e+00,-2.006340980529785156e+00,-3.578186035156250000e+00,-2.136230468750000000e-01,7.171630859375000000e-01
2.135257649421691895e+01,-7.661445140838623047e-01,-9.962272644042968750e+00,-1.982398986816406472e+00,-3.578186035156250000e+00,-2.136230468750000000e-01,7.247924804687500000e-01
2.136800861358642578e+01,-7.661445140838623047e-01,-9.955090522766111505e+00,-1.984793186187743919e+00,-3.578186035156250000e+00,-4.577636718750000000e-02,7.476806640625000000e-01
2.138135695457458496e+01,-7.182605266571044922e-01,-9.955090522766111505e+00,-1.984793186187743919e+00,-3.746032714843750000e+00,-4.577636718750000000e-02,7.247924804687500000e-01
2.139476847648620605e+01,-7.182605266571044922e-01,-9.986215591430664062e+00,-2.015917778015136719e+00,-3.746032714843750000e+00,-4.577636718750000000e-02,6.561279296875000000e-01
2.140595746040344238e+01,-7.182605266571044922e-01,-9.986215591430664062e+00,-2.015917778015136719e+00,-3.746032714843750000e+00,8.392333984375000000e-02,6.561279296875000000e-01
2.142406773567199707e+01,-7.086836695671081543e-01,-1.000536918640136719e+01,-2.063801765441894531e+00,-3.791809082031250000e+00,8.392333984375000000e-02,5.722045898437500000e-01
2.143452477455139160e+01,-6.847416758537292480e-01,-9.971849441528320312e+00,-2.020706176757812500e+00,-3.433227539062500000e+00,6.866455078125000000e-02,6.027221679687500000e-01
